Survey Code,Survey,Food Group Code,Food Group,Indicator Code,Indicator,Geographic Level Code,Geographic Level,Element Code,Element,Unit,Value,Flag
"524_2016","Nepal - 2016","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","77.100000","A"
"524_2016","Nepal - 2016","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","9.700000","A"
"524_2016","Nepal - 2016","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","8.300000","A"
"524_2016","Nepal - 2016","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","10.800000","A"
"524_2016","Nepal - 2016","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","29.900000","A"
"524_2016","Nepal - 2016","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","30.500000","A"
"524_2016","Nepal - 2016","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","29.400000","A"
"524_2016","Nepal - 2016","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","34.200000","A"
"524_2016","Nepal - 2016","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","31.000000","A"
"524_2016","Nepal - 2016","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","36.900000","A"
"524_2016","Nepal - 2016","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","13.600000","A"
"524_2016","Nepal - 2016","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","11.600000","A"
"524_2016","Nepal - 2016","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","15.300000","A"
"524_2016","Nepal - 2016","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","50.800000","A"
"524_2016","Nepal - 2016","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","48.100000","A"
"524_2016","Nepal - 2016","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","53.200000","A"
"524_2016","Nepal - 2016","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","36.500000","A"
"524_2016","Nepal - 2016","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","32.700000","A"
"524_2016","Nepal - 2016","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","39.800000","A"
"524_2016","Nepal - 2016","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","63.300000","A"
"524_2016","Nepal - 2016","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","59.800000","A"
"524_2016","Nepal - 2016","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","66.400000","A"
"524_2016","Nepal - 2016","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","48.200000","A"
"524_2016","Nepal - 2016","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","42.400000","A"
"524_2016","Nepal - 2016","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","53.100000","A"
"524_2016","Nepal - 2016","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","55.100000","A"
"524_2016","Nepal - 2016","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","51.800000","A"
"524_2016","Nepal - 2016","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","57.900000","A"
"524_2016","Nepal - 2016","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","16.800000","A"
"524_2016","Nepal - 2016","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","15.800000","A"
"524_2016","Nepal - 2016","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","17.700000","A"
"524_2022","Nepal - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","55.700000","A"
"524_2022","Nepal - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","45.600000","A"
"524_2022","Nepal - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","60.400000","A"
"524_2022","Nepal - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","99.500000","A"
"524_2022","Nepal - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","99.600000","A"
"524_2022","Nepal - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","99.500000","A"
"524_2022","Nepal - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","99.300000","A"
"524_2022","Nepal - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","99.300000","A"
"524_2022","Nepal - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","99.200000","A"
"524_2022","Nepal - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","83.300000","A"
"524_2022","Nepal - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","79.900000","A"
"524_2022","Nepal - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","84.800000","A"
"524_2022","Nepal - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","74.200000","A"
"524_2022","Nepal - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","71.400000","A"
"524_2022","Nepal - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","75.500000","A"
"524_2022","Nepal - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","15.100000","A"
"524_2022","Nepal - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","9.700000","A"
"524_2022","Nepal - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","17.600000","A"
"524_2022","Nepal - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","53.100000","A"
"524_2022","Nepal - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","46.300000","A"
"524_2022","Nepal - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","56.200000","A"
"524_2022","Nepal - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","39.100000","A"
"524_2022","Nepal - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","34.500000","A"
"524_2022","Nepal - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","41.300000","A"
"524_2022","Nepal - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","17.300000","A"
"524_2022","Nepal - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","13.600000","A"
"524_2022","Nepal - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","19.000000","A"
"524_2022","Nepal - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","59.300000","A"
"524_2022","Nepal - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","59.800000","A"
"524_2022","Nepal - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","59.000000","A"
"524_2022","Nepal - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","21.500000","A"
"524_2022","Nepal - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","16.900000","A"
"524_2022","Nepal - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","23.600000","A"
"524_2022","Nepal - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","73.700000","A"
"524_2022","Nepal - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","65.300000","A"
"524_2022","Nepal - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","77.500000","A"
"524_2022","Nepal - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","36.300000","A"
"524_2022","Nepal - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","27.700000","A"
"524_2022","Nepal - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","40.200000","A"
"524_2022","Nepal - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","32.900000","A"
"524_2022","Nepal - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","30.600000","A"
"524_2022","Nepal - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","33.900000","A"
"524_2022","Nepal - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","38.200000","A"
"524_2022","Nepal - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","34.900000","A"
"524_2022","Nepal - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","39.700000","A"
"524_2022","Nepal - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","66.200000","A"
"524_2022","Nepal - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","62.600000","A"
"524_2022","Nepal - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","67.800000","A"
"566_2018","Nigeria - 2018","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","55.600000","A"
"566_2018","Nigeria - 2018","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","51.100000","A"
"566_2018","Nigeria - 2018","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","61.000000","A"
"566_2018","Nigeria - 2018","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","98.200000","A"
"566_2018","Nigeria - 2018","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","98.400000","A"
"566_2018","Nigeria - 2018","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","98.000000","A"
"566_2018","Nigeria - 2018","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","48.500000","A"
"566_2018","Nigeria - 2018","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","51.300000","A"
"566_2018","Nigeria - 2018","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","45.100000","A"
"566_2018","Nigeria - 2018","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","31.000000","A"
"566_2018","Nigeria - 2018","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","31.900000","A"
"566_2018","Nigeria - 2018","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","29.800000","A"
"566_2018","Nigeria - 2018","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","20.300000","A"
"566_2018","Nigeria - 2018","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","18.800000","A"
"566_2018","Nigeria - 2018","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","22.000000","A"
"566_2018","Nigeria - 2018","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","70.500000","A"
"566_2018","Nigeria - 2018","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","58.900000","A"
"566_2018","Nigeria - 2018","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","84.200000","A"
"566_2018","Nigeria - 2018","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","16.200000","A"
"566_2018","Nigeria - 2018","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","10.900000","A"
"566_2018","Nigeria - 2018","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","22.400000","A"
"566_2018","Nigeria - 2018","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","72.700000","A"
"566_2018","Nigeria - 2018","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","71.700000","A"
"566_2018","Nigeria - 2018","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","73.900000","A"
"566_2018","Nigeria - 2018","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","32.600000","A"
"566_2018","Nigeria - 2018","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","31.400000","A"
"566_2018","Nigeria - 2018","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","33.900000","A"
"566_2018","Nigeria - 2018","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","63.400000","A"
"566_2018","Nigeria - 2018","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","63.100000","A"
"566_2018","Nigeria - 2018","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","63.800000","A"
"566_2018","Nigeria - 2018","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","35.700000","A"
"566_2018","Nigeria - 2018","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","32.100000","A"
"566_2018","Nigeria - 2018","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","40.000000","A"
"566_2018","Nigeria - 2018","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","19.300000","A"
"566_2018","Nigeria - 2018","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","19.300000","A"
"566_2018","Nigeria - 2018","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","19.200000","A"
"566_2018","Nigeria - 2018","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","15.500000","A"
"566_2018","Nigeria - 2018","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","12.500000","A"
"566_2018","Nigeria - 2018","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","18.900000","A"
"566_2018","Nigeria - 2018","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","21.800000","A"
"566_2018","Nigeria - 2018","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","13.200000","A"
"566_2018","Nigeria - 2018","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","31.800000","A"
"566_2018","Nigeria - 2018","FGW15","Red palm oil","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","77.000000","A"
"566_2018","Nigeria - 2018","FGW15","Red palm oil","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","72.700000","A"
"566_2018","Nigeria - 2018","FGW15","Red palm oil","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","82.000000","A"
"566_2018","Nigeria - 2018","FGW16","Other oils and fats","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","50.800000","A"
"566_2018","Nigeria - 2018","FGW16","Other oils and fats","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","45.500000","A"
"566_2018","Nigeria - 2018","FGW16","Other oils and fats","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","57.000000","A"
"566_2018","Nigeria - 2018","FGW17","Condiments and seasonings","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","96.600000","A"
"566_2018","Nigeria - 2018","FGW17","Condiments and seasonings","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","96.000000","A"
"566_2018","Nigeria - 2018","FGW17","Condiments and seasonings","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","97.300000","A"
"566_2018","Nigeria - 2018","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","46.600000","A"
"566_2018","Nigeria - 2018","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","47.800000","A"
"566_2018","Nigeria - 2018","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","45.200000","A"
"566_2023","Nigeria - 2023","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","43.200000","E"
"566_2023","Nigeria - 2023","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","41.800000","E"
"566_2023","Nigeria - 2023","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","45.700000","E"
"566_2023","Nigeria - 2023","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","94.500000","E"
"566_2023","Nigeria - 2023","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","93.800000","E"
"566_2023","Nigeria - 2023","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","95.700000","E"
"566_2023","Nigeria - 2023","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","88.700000","E"
"566_2023","Nigeria - 2023","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","86.600000","E"
"566_2023","Nigeria - 2023","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","92.500000","E"
"566_2023","Nigeria - 2023","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","37.100000","E"
"566_2023","Nigeria - 2023","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","37.200000","E"
"566_2023","Nigeria - 2023","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","37.000000","E"
"566_2023","Nigeria - 2023","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","62.000000","E"
"566_2023","Nigeria - 2023","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","62.400000","E"
"566_2023","Nigeria - 2023","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","61.300000","E"
"566_2023","Nigeria - 2023","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","34.600000","E"
"566_2023","Nigeria - 2023","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","38.700000","E"
"566_2023","Nigeria - 2023","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","27.200000","E"
"566_2023","Nigeria - 2023","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","24.000000","E"
"566_2023","Nigeria - 2023","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","25.500000","E"
"566_2023","Nigeria - 2023","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","21.300000","E"
"566_2023","Nigeria - 2023","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","54.100000","E"
"566_2023","Nigeria - 2023","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","49.600000","E"
"566_2023","Nigeria - 2023","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","62.120000","E"
"566_2023","Nigeria - 2023","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","11.100000","E"
"566_2023","Nigeria - 2023","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","7.300000","E"
"566_2023","Nigeria - 2023","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","17.900000","E"
"566_2023","Nigeria - 2023","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","32.100000","E"
"566_2023","Nigeria - 2023","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","34.900000","E"
"566_2023","Nigeria - 2023","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","27.300000","E"
"566_2023","Nigeria - 2023","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","20.000000","E"
"566_2023","Nigeria - 2023","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","18.600000","E"
"566_2023","Nigeria - 2023","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","22.600000","E"
"566_2023","Nigeria - 2023","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","66.800000","E"
"566_2023","Nigeria - 2023","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","62.900000","E"
"566_2023","Nigeria - 2023","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","73.600000","E"
"566_2023","Nigeria - 2023","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","33.600000","E"
"566_2023","Nigeria - 2023","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","30.900000","E"
"566_2023","Nigeria - 2023","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","38.400000","E"
"566_2023","Nigeria - 2023","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","21.100000","E"
"566_2023","Nigeria - 2023","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","17.200000","E"
"566_2023","Nigeria - 2023","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","28.400000","E"
"566_2023","Nigeria - 2023","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","13.200000","E"
"566_2023","Nigeria - 2023","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","12.500000","E"
"566_2023","Nigeria - 2023","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","14.400000","E"
"566_2023","Nigeria - 2023","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","41.600000","E"
"566_2023","Nigeria - 2023","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","38.800000","E"
"566_2023","Nigeria - 2023","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","46.600000","E"
"608_2022","Philippines - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","70.800000","A"
"608_2022","Philippines - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","70.100000","A"
"608_2022","Philippines - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","71.300000","A"
"608_2022","Philippines - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","99.300000","A"
"608_2022","Philippines - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","99.200000","A"
"608_2022","Philippines - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","99.300000","A"
"608_2022","Philippines - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","99.100000","A"
"608_2022","Philippines - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","99.100000","A"
"608_2022","Philippines - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","99.100000","A"
"608_2022","Philippines - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","34.900000","A"
"608_2022","Philippines - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","31.600000","A"
"608_2022","Philippines - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","37.500000","A"
"608_2022","Philippines - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","12.800000","A"
"608_2022","Philippines - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","11.500000","A"
"608_2022","Philippines - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","13.800000","A"
"608_2022","Philippines - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","17.000000","A"
"608_2022","Philippines - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","16.200000","A"
"608_2022","Philippines - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","17.600000","A"
"608_2022","Philippines - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","37.100000","A"
"608_2022","Philippines - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","36.000000","A"
