Survey Code,Survey,Food Group Code,Food Group,Indicator Code,Indicator,Geographic Level Code,Geographic Level,Element Code,Element,Unit,Value,Flag
"242_2021","Fiji - 2021","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","73.200000","E"
"242_2021","Fiji - 2021","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","68.500000","E"
"242_2021","Fiji - 2021","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","50.900000","E"
"242_2021","Fiji - 2021","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","44.600000","E"
"242_2021","Fiji - 2021","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","54.800000","E"
"242_2021","Fiji - 2021","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","20.500000","E"
"242_2021","Fiji - 2021","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","18.600000","E"
"242_2021","Fiji - 2021","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","21.600000","E"
"242_2021","Fiji - 2021","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","46.200000","E"
"242_2021","Fiji - 2021","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","42.400000","E"
"242_2021","Fiji - 2021","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","48.500000","E"
"242_2021","Fiji - 2021","FGW17","Condiments and seasonings","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","89.200000","E"
"242_2021","Fiji - 2021","FGW17","Condiments and seasonings","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","88.000000","E"
"242_2021","Fiji - 2021","FGW17","Condiments and seasonings","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","89.600000","E"
"288_2022","Ghana - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","49.900000","E"
"288_2022","Ghana - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","46.700000","E"
"288_2022","Ghana - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","52.400000","E"
"288_2022","Ghana - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","98.900000","E"
"288_2022","Ghana - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","98.900000","E"
"288_2022","Ghana - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","98.900000","E"
"288_2022","Ghana - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","91.100000","E"
"288_2022","Ghana - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","89.700000","E"
"288_2022","Ghana - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","92.100000","E"
"288_2022","Ghana - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","61.800000","E"
"288_2022","Ghana - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","65.900000","E"
"288_2022","Ghana - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","58.700000","E"
"288_2022","Ghana - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","23.500000","E"
"288_2022","Ghana - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","25.500000","E"
"288_2022","Ghana - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","22.000000","E"
"288_2022","Ghana - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","34.200000","E"
"288_2022","Ghana - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","38.700000","E"
"288_2022","Ghana - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","30.800000","E"
"288_2022","Ghana - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","15.400000","E"
"288_2022","Ghana - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","8.100000","E"
"288_2022","Ghana - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","20.900000","E"
"288_2022","Ghana - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","91.000000","E"
"288_2022","Ghana - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","89.800000","E"
"288_2022","Ghana - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","91.900000","E"
"288_2022","Ghana - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","27.600000","E"
"288_2022","Ghana - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","18.300000","E"
"288_2022","Ghana - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","34.700000","E"
"288_2022","Ghana - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","71.800000","E"
"288_2022","Ghana - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","73.100000","E"
"288_2022","Ghana - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","70.900000","E"
"288_2022","Ghana - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","15.700000","E"
"288_2022","Ghana - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","11.800000","E"
"288_2022","Ghana - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","18.700000","E"
"288_2022","Ghana - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","51.500000","E"
"288_2022","Ghana - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","54.600000","E"
"288_2022","Ghana - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","49.200000","E"
"288_2022","Ghana - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","34.000000","E"
"288_2022","Ghana - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","31.400000","E"
"288_2022","Ghana - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","35.900000","E"
"288_2022","Ghana - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","10.600000","E"
"288_2022","Ghana - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","6.600000","E"
"288_2022","Ghana - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","13.600000","E"
"288_2022","Ghana - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","21.900000","E"
"288_2022","Ghana - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","16.800000","E"
"288_2022","Ghana - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","25.700000","E"
"288_2022","Ghana - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","37.100000","E"
"288_2022","Ghana - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","27.000000","E"
"288_2022","Ghana - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","44.700000","E"
"288_2022","Ghana - 2022","FGW15","Red palm oil","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","30.200000","E"
"288_2022","Ghana - 2022","FGW15","Red palm oil","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","28.300000","E"
"288_2022","Ghana - 2022","FGW15","Red palm oil","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","31.700000","E"
"288_2022","Ghana - 2022","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","1.700000","E"
"288_2022","Ghana - 2022","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","1.600000","E"
"288_2022","Ghana - 2022","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","1.700000","E"
"400_2023","Jordan - 2023","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","76.400000","E"
"400_2023","Jordan - 2023","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","77.100000","E"
"400_2023","Jordan - 2023","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","76.300000","E"
"400_2023","Jordan - 2023","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","96.300000","E"
"400_2023","Jordan - 2023","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","96.400000","E"
"400_2023","Jordan - 2023","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","96.300000","E"
"400_2023","Jordan - 2023","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","93.500000","E"
"400_2023","Jordan - 2023","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","92.300000","E"
"400_2023","Jordan - 2023","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","93.600000","E"
"400_2023","Jordan - 2023","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","46.200000","E"
"400_2023","Jordan - 2023","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","50.400000","E"
"400_2023","Jordan - 2023","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","45.800000","E"
"400_2023","Jordan - 2023","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","34.700000","E"
"400_2023","Jordan - 2023","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","36.300000","E"
"400_2023","Jordan - 2023","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","34.600000","E"
"400_2023","Jordan - 2023","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","34.300000","E"
"400_2023","Jordan - 2023","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","34.600000","E"
"400_2023","Jordan - 2023","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","34.200000","E"
"400_2023","Jordan - 2023","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","67.400000","E"
"400_2023","Jordan - 2023","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","68.400000","E"
"400_2023","Jordan - 2023","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","67.300000","E"
"400_2023","Jordan - 2023","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","80.800000","E"
"400_2023","Jordan - 2023","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","79.400000","E"
"400_2023","Jordan - 2023","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","80.900000","E"
"400_2023","Jordan - 2023","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","47.600000","E"
"400_2023","Jordan - 2023","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","53.400000","E"
"400_2023","Jordan - 2023","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","47.000000","E"
"400_2023","Jordan - 2023","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","57.900000","E"
"400_2023","Jordan - 2023","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","61.700000","E"
"400_2023","Jordan - 2023","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","57.500000","E"
"400_2023","Jordan - 2023","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","38.400000","E"
"400_2023","Jordan - 2023","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","41.600000","E"
"400_2023","Jordan - 2023","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","38.100000","E"
"400_2023","Jordan - 2023","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","75.300000","E"
"400_2023","Jordan - 2023","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","74.100000","E"
"400_2023","Jordan - 2023","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","75.400000","E"
"400_2023","Jordan - 2023","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","65.800000","E"
"400_2023","Jordan - 2023","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","62.300000","E"
"400_2023","Jordan - 2023","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","66.100000","E"
"400_2023","Jordan - 2023","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","44.700000","E"
"400_2023","Jordan - 2023","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","49.600000","E"
"400_2023","Jordan - 2023","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","44.200000","E"
"400_2023","Jordan - 2023","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","71.600000","E"
"400_2023","Jordan - 2023","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","70.100000","E"
"400_2023","Jordan - 2023","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","71.800000","E"
"400_2023","Jordan - 2023","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","93.300000","E"
"400_2023","Jordan - 2023","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","95.400000","E"
"400_2023","Jordan - 2023","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","93.100000","E"
"400_2023","Jordan - 2023","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","8.100000","E"
"400_2023","Jordan - 2023","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","10.200000","E"
"400_2023","Jordan - 2023","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","7.800000","E"
"404_2022","Kenya - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","48.500000","E"
"404_2022","Kenya - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","43.000000","E"
"404_2022","Kenya - 2022","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","54.600000","E"
"404_2022","Kenya - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","97.800000","E"
"404_2022","Kenya - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","97.800000","E"
"404_2022","Kenya - 2022","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","97.800000","E"
"404_2022","Kenya - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","96.600000","E"
"404_2022","Kenya - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","96.700000","E"
"404_2022","Kenya - 2022","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","96.600000","E"
"404_2022","Kenya - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","29.600000","E"
"404_2022","Kenya - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","28.700000","E"
"404_2022","Kenya - 2022","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","30.800000","E"
"404_2022","Kenya - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","44.800000","E"
"404_2022","Kenya - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","46.900000","E"
"404_2022","Kenya - 2022","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","41.800000","E"
"404_2022","Kenya - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","4.200000","E"
"404_2022","Kenya - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","3.300000","E"
"404_2022","Kenya - 2022","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","5.400000","E"
"404_2022","Kenya - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","74.400000","E"
"404_2022","Kenya - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","73.500000","E"
"404_2022","Kenya - 2022","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","75.800000","E"
"404_2022","Kenya - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","36.500000","E"
"404_2022","Kenya - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","30.500000","E"
"404_2022","Kenya - 2022","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","45.100000","E"
"404_2022","Kenya - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","12.800000","E"
"404_2022","Kenya - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","9.400000","E"
"404_2022","Kenya - 2022","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","17.800000","E"
"404_2022","Kenya - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","60.100000","E"
"404_2022","Kenya - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","61.700000","E"
"404_2022","Kenya - 2022","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","57.900000","E"
"404_2022","Kenya - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","28.300000","E"
"404_2022","Kenya - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","24.900000","E"
"404_2022","Kenya - 2022","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","33.200000","E"
"404_2022","Kenya - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","55.000000","E"
"404_2022","Kenya - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","51.100000","E"
"404_2022","Kenya - 2022","FGW9","Vegetables, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","60.700000","E"
"404_2022","Kenya - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","41.800000","E"
"404_2022","Kenya - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","35.900000","E"
"404_2022","Kenya - 2022","FGW10","Fruits, other","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","50.400000","E"
"404_2022","Kenya - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","24.700000","E"
"404_2022","Kenya - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","20.500000","E"
"404_2022","Kenya - 2022","FGW11","Fried and salty snacks","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","30.800000","E"
"404_2022","Kenya - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","16.800000","E"
"404_2022","Kenya - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","13.800000","E"
"404_2022","Kenya - 2022","FGW12","Sweet foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","21.200000","E"
"404_2022","Kenya - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","70.400000","E"
"404_2022","Kenya - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","65.100000","E"
"404_2022","Kenya - 2022","FGW13","Sweet beverages","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","68.400000","E"
"404_2022","Kenya - 2022","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","46.800000","E"
"404_2022","Kenya - 2022","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","46.500000","E"
"404_2022","Kenya - 2022","FGW18","Other beverages and foods","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","47.200000","E"
"426_2024","Lesotho - 2024","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10000","National","6121","Value","%","18.200000","E"
"426_2024","Lesotho - 2024","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10002","Rural","6121","Value","%","15.100000","E"
"426_2024","Lesotho - 2024","FGW0","MDD-W Food groups","6211","Percentage of women achieving MDD-W","10001","Urban","6121","Value","%","22.100000","E"
"426_2024","Lesotho - 2024","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","97.500000","E"
"426_2024","Lesotho - 2024","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","97.900000","E"
"426_2024","Lesotho - 2024","FGW1","Grains, white roots and tubers, and plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","97.100000","E"
"426_2024","Lesotho - 2024","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","97.200000","E"
"426_2024","Lesotho - 2024","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","97.700000","E"
"426_2024","Lesotho - 2024","FGW1A","Foods made from grains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","96.600000","E"
"426_2024","Lesotho - 2024","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","10.500000","E"
"426_2024","Lesotho - 2024","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","8.400000","E"
"426_2024","Lesotho - 2024","FGW1B","White roots and tubers or plantains","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","13.000000","E"
"426_2024","Lesotho - 2024","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","13.800000","E"
"426_2024","Lesotho - 2024","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","15.200000","E"
"426_2024","Lesotho - 2024","FGW2","Pulses (beans, peas and lentils)","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","12.000000","E"
"426_2024","Lesotho - 2024","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","3.500000","E"
"426_2024","Lesotho - 2024","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","2.800000","E"
"426_2024","Lesotho - 2024","FGW3","Nuts and seeds","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","4.400000","E"
"426_2024","Lesotho - 2024","FGW4","Dairy","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","20.900000","E"
"426_2024","Lesotho - 2024","FGW4","Dairy","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","19.100000","E"
"426_2024","Lesotho - 2024","FGW4","Dairy","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","23.200000","E"
"426_2024","Lesotho - 2024","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","45.200000","E"
"426_2024","Lesotho - 2024","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","35.900000","E"
"426_2024","Lesotho - 2024","FGW5","Meat, poultry and fish","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","56.300000","E"
"426_2024","Lesotho - 2024","FGW6","Eggs","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","16.400000","E"
"426_2024","Lesotho - 2024","FGW6","Eggs","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","11.700000","E"
"426_2024","Lesotho - 2024","FGW6","Eggs","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","22.000000","E"
"426_2024","Lesotho - 2024","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","53.800000","E"
"426_2024","Lesotho - 2024","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10002","Rural","6121","Value","%","62.800000","E"
"426_2024","Lesotho - 2024","FGW7","Dark green leafy vegetables","6212","Percentage of women consuming each food group","10001","Urban","6121","Value","%","43.100000","E"
"426_2024","Lesotho - 2024","FGW8","Other vitamin A-rich fruits and vegetables","6212","Percentage of women consuming each food group","10000","National","6121","Value","%","14.500000","E"
