Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2535,Yams,2017,2017,t,11569.09,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2535,Yams,2018,2018,1000 t,7858,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2535,Yams,2018,2018,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2535,Yams,2018,2018,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2535,Yams,2018,2018,1000 t,17,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2535,Yams,2018,2018,1000 t,7841,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2535,Yams,2018,2018,1000 t,617,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2535,Yams,2018,2018,1000 t,1284,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5154,Other uses (non-food),S2535,Yams,2018,2018,1000 t,1339,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2535,Yams,2018,2018,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2535,Yams,2018,2018,1000 t,4600,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2535,Yams,2018,2018,kg/cap,150.14,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2535,Yams,2018,2018,kcal/cap/d,366.27,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2535,Yams,2018,2018,million Kcal,4095840,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2535,Yams,2018,2018,g/cap/d,8.29,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2535,Yams,2018,2018,t,92736,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2535,Yams,2018,2018,g/cap/d,1.04,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2535,Yams,2018,2018,t,11592,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2535,Yams,2019,2019,1000 t,8086,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2535,Yams,2019,2019,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2535,Yams,2019,2019,1000 t,226,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2535,Yams,2019,2019,1000 t,27,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2535,Yams,2019,2019,1000 t,7834,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2535,Yams,2019,2019,1000 t,313,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2535,Yams,2019,2019,1000 t,1322,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5154,Other uses (non-food),S2535,Yams,2019,2019,1000 t,1418,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2535,Yams,2019,2019,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2535,Yams,2019,2019,1000 t,4781,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2535,Yams,2019,2019,kg/cap,152.95,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2535,Yams,2019,2019,kcal/cap/d,373.11,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2535,Yams,2019,2019,million Kcal,4256949.96,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2535,Yams,2019,2019,g/cap/d,8.45,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2535,Yams,2019,2019,t,96383.77,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2535,Yams,2019,2019,g/cap/d,1.06,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2535,Yams,2019,2019,t,12047.97,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2535,Yams,2020,2020,1000 t,8529,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2535,Yams,2020,2020,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2535,Yams,2020,2020,1000 t,-5,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2535,Yams,2020,2020,1000 t,49,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2535,Yams,2020,2020,1000 t,8485,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2535,Yams,2020,2020,1000 t,754,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2535,Yams,2020,2020,1000 t,1395,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5154,Other uses (non-food),S2535,Yams,2020,2020,1000 t,1493,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2535,Yams,2020,2020,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2535,Yams,2020,2020,1000 t,4843,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2535,Yams,2020,2020,kg/cap,151.89,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2535,Yams,2020,2020,kcal/cap/d,370.53,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2535,Yams,2020,2020,million Kcal,4312651.82,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2535,Yams,2020,2020,g/cap/d,8.39,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2535,Yams,2020,2020,t,97644.95,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2535,Yams,2020,2020,g/cap/d,1.05,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2535,Yams,2020,2020,t,12205.62,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2535,Yams,2021,2021,1000 t,10278,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2535,Yams,2021,2021,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2535,Yams,2021,2021,1000 t,922,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2535,Yams,2021,2021,1000 t,50,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2535,Yams,2021,2021,1000 t,9306,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2535,Yams,2021,2021,1000 t,950,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2535,Yams,2021,2021,1000 t,1680,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5154,Other uses (non-food),S2535,Yams,2021,2021,1000 t,1676,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2535,Yams,2021,2021,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2535,Yams,2021,2021,1000 t,5000,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2535,Yams,2021,2021,kg/cap,153.76,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2535,Yams,2021,2021,kcal/cap/d,375.08,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2535,Yams,2021,2021,million Kcal,4452000,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2535,Yams,2021,2021,g/cap/d,8.49,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2535,Yams,2021,2021,t,100800,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2535,Yams,2021,2021,g/cap/d,1.06,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2535,Yams,2021,2021,t,12600,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2535,Yams,2022,2022,1000 t,10708,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2535,Yams,2022,2022,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2535,Yams,2022,2022,1000 t,724,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2535,Yams,2022,2022,1000 t,58,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2535,Yams,2022,2022,1000 t,9926,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2535,Yams,2022,2022,1000 t,1100,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2535,Yams,2022,2022,1000 t,1750,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5154,Other uses (non-food),S2535,Yams,2022,2022,1000 t,1876,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2535,Yams,2022,2022,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2535,Yams,2022,2022,1000 t,5200,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2535,Yams,2022,2022,kg/cap,156.87,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2535,Yams,2022,2022,kcal/cap/d,382.67,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2535,Yams,2022,2022,million Kcal,4630080,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2535,Yams,2022,2022,g/cap/d,8.66,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2535,Yams,2022,2022,t,104832,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2535,Yams,2022,2022,g/cap/d,1.08,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2535,Yams,2022,2022,t,13104,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2535,Yams,2023,2023,1000 t,10511,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2535,Yams,2023,2023,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2535,Yams,2023,2023,1000 t,995,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2535,Yams,2023,2023,1000 t,36,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2535,Yams,2023,2023,1000 t,9480,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2535,Yams,2023,2023,1000 t,564,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2535,Yams,2023,2023,1000 t,1718,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5154,Other uses (non-food),S2535,Yams,2023,2023,1000 t,1877,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2535,Yams,2023,2023,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2535,Yams,2023,2023,1000 t,5321,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2535,Yams,2023,2023,kg/cap,157.47,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2535,Yams,2023,2023,kcal/cap/d,384.15,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2535,Yams,2023,2023,million Kcal,4737550.49,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2535,Yams,2023,2023,g/cap/d,8.7,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2535,Yams,2023,2023,t,107265.29,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2535,Yams,2023,2023,g/cap/d,1.09,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2535,Yams,2023,2023,t,13408.16,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2534,"Roots, Other",2010,2010,1000 t,1355,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2534,"Roots, Other",2010,2010,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2534,"Roots, Other",2010,2010,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2534,"Roots, Other",2010,2010,1000 t,16,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2534,"Roots, Other",2010,2010,1000 t,1339,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2534,"Roots, Other",2010,2010,1000 t,8,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2534,"Roots, Other",2010,2010,1000 t,427,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2534,"Roots, Other",2010,2010,1000 t,-16,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2534,"Roots, Other",2010,2010,1000 t,920,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2534,"Roots, Other",2010,2010,kg/cap,36.11,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2534,"Roots, Other",2010,2010,kcal/cap/d,83.95,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2534,"Roots, Other",2010,2010,million Kcal,780552.66,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2534,"Roots, Other",2010,2010,g/cap/d,1.66,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2534,"Roots, Other",2010,2010,t,15456.88,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2534,"Roots, Other",2010,2010,g/cap/d,0.25,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2534,"Roots, Other",2010,2010,t,2320.34,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2534,"Roots, Other",2011,2011,1000 t,1300,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2534,"Roots, Other",2011,2011,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2534,"Roots, Other",2011,2011,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2534,"Roots, Other",2011,2011,1000 t,2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2534,"Roots, Other",2011,2011,1000 t,1297,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2534,"Roots, Other",2011,2011,1000 t,7,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2534,"Roots, Other",2011,2011,1000 t,410,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2534,"Roots, Other",2011,2011,1000 t,-2,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2534,"Roots, Other",2011,2011,1000 t,883,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2534,"Roots, Other",2011,2011,kg/cap,33.82,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2534,"Roots, Other",2011,2011,kcal/cap/d,78.62,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2534,"Roots, Other",2011,2011,million Kcal,748829.07,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2534,"Roots, Other",2011,2011,g/cap/d,1.56,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2534,"Roots, Other",2011,2011,t,14828.72,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2534,"Roots, Other",2011,2011,g/cap/d,0.23,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2534,"Roots, Other",2011,2011,t,2226.26,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2534,"Roots, Other",2012,2012,1000 t,1270,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2534,"Roots, Other",2012,2012,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2534,"Roots, Other",2012,2012,1000 t,-10,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2534,"Roots, Other",2012,2012,1000 t,20,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2534,"Roots, Other",2012,2012,1000 t,1261,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2534,"Roots, Other",2012,2012,1000 t,7,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2534,"Roots, Other",2012,2012,1000 t,401,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2534,"Roots, Other",2012,2012,1000 t,-20,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2534,"Roots, Other",2012,2012,1000 t,873,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2534,"Roots, Other",2012,2012,kg/cap,32.67,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2534,"Roots, Other",2012,2012,kcal/cap/d,75.94,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2534,"Roots, Other",2012,2012,million Kcal,741015.15,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2534,"Roots, Other",2012,2012,g/cap/d,1.5,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2534,"Roots, Other",2012,2012,t,14674.01,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2534,"Roots, Other",2012,2012,g/cap/d,0.23,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2534,"Roots, Other",2012,2012,t,2203.11,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2534,"Roots, Other",2013,2013,1000 t,1262,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2534,"Roots, Other",2013,2013,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2534,"Roots, Other",2013,2013,1000 t,-47,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2534,"Roots, Other",2013,2013,1000 t,11,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2534,"Roots, Other",2013,2013,1000 t,1298,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2534,"Roots, Other",2013,2013,1000 t,7,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2534,"Roots, Other",2013,2013,1000 t,398,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2534,"Roots, Other",2013,2013,1000 t,-10,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2534,"Roots, Other",2013,2013,1000 t,904,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2534,"Roots, Other",2013,2013,kg/cap,33.01,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2534,"Roots, Other",2013,2013,kcal/cap/d,76.73,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2534,"Roots, Other",2013,2013,million Kcal,766956.1,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2534,"Roots, Other",2013,2013,g/cap/d,1.52,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2534,"Roots, Other",2013,2013,t,15187.25,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2534,"Roots, Other",2013,2013,g/cap/d,0.23,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2534,"Roots, Other",2013,2013,t,2278.09,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2534,"Roots, Other",2014,2014,1000 t,1299,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2534,"Roots, Other",2014,2014,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2534,"Roots, Other",2014,2014,1000 t,-46,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2534,"Roots, Other",2014,2014,1000 t,6,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2534,"Roots, Other",2014,2014,1000 t,1340,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2534,"Roots, Other",2014,2014,1000 t,7,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2534,"Roots, Other",2014,2014,1000 t,410,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2534,"Roots, Other",2014,2014,1000 t,-5,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2534,"Roots, Other",2014,2014,1000 t,928,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2534,"Roots, Other",2014,2014,kg/cap,33.11,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2534,"Roots, Other",2014,2014,kcal/cap/d,76.95,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2534,"Roots, Other",2014,2014,million Kcal,787638.02,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,674,Protein supply quantity (g/capita/day),S2534,"Roots, Other",2014,2014,g/cap/d,1.52,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,671,Protein supply quantity (t),S2534,"Roots, Other",2014,2014,t,15596.79,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,684,Fat supply quantity (g/capita/day),S2534,"Roots, Other",2014,2014,g/cap/d,0.23,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,681,Fat supply quantity (t),S2534,"Roots, Other",2014,2014,t,2339.52,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5511,Production,S2534,"Roots, Other",2015,2015,1000 t,1301,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5611,Import quantity,S2534,"Roots, Other",2015,2015,1000 t,0,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5072,Stock Variation,S2534,"Roots, Other",2015,2015,1000 t,-70,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5911,Export quantity,S2534,"Roots, Other",2015,2015,1000 t,6,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5301,Domestic supply quantity,S2534,"Roots, Other",2015,2015,1000 t,1365,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5521,Feed,S2534,"Roots, Other",2015,2015,1000 t,7,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5123,Losses,S2534,"Roots, Other",2015,2015,1000 t,410,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5170,Residuals,S2534,"Roots, Other",2015,2015,1000 t,-6,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,5142,Food,S2534,"Roots, Other",2015,2015,1000 t,953,I,Value imputed by a receiving agency,
FBS,Food Balances (2010-),288,Ghana,645,Food supply quantity (kg/capita/yr),S2534,"Roots, Other",2015,2015,kg/cap,33.22,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,664,Food supply (kcal/capita/day),S2534,"Roots, Other",2015,2015,kcal/cap/d,77.22,E,Estimated value,
FBS,Food Balances (2010-),288,Ghana,661,Food supply (kcal),S2534,"Roots, Other",2015,2015,million Kcal,808832.69,I,Value imputed by a receiving agency,
